"Time","master","node-1","node-2","node-3","node-4","node-5","node-6"
2025-05-09 00:29:00,4.29%,10.7%,8.96%,2.29%,3.29%,3.39%,9.61%
2025-05-09 00:29:30,4.86%,9.79%,8.68%,2.29%,2.68%,3.29%,9.36%
2025-05-09 00:30:00,3.36%,8.18%,7.71%,2.86%,3.29%,2.21%,8.36%
2025-05-09 00:30:30,4.50%,8.21%,7.93%,3.86%,3.50%,2.50%,9.32%
2025-05-09 00:31:00,2.71%,7.82%,6.68%,4%,3.96%,2.46%,9.50%
2025-05-09 00:31:30,2%,8.04%,7.36%,5.43%,4.50%,5.14%,8.96%
2025-05-09 00:32:00,2.36%,11.9%,7.39%,8.14%,5.79%,6.96%,8.43%
2025-05-09 00:32:30,2.79%,10.9%,7.18%,9.18%,8.14%,9.43%,8.04%
2025-05-09 00:33:00,6.36%,10.1%,7.39%,10.1%,9.32%,9.89%,8.14%
2025-05-09 00:33:30,8.21%,8.32%,7.68%,13.1%,11.8%,9.21%,8.07%
2025-05-09 00:34:00,6.57%,7.57%,9.36%,11.2%,12.9%,11.4%,8.25%
2025-05-09 00:34:30,4.79%,8.57%,11.5%,10.1%,12.9%,9.71%,8.46%
2025-05-09 00:35:00,4.64%,7.43%,11.1%,12.6%,15.0%,8.54%,9.89%
2025-05-09 00:35:30,3.79%,7.46%,10.6%,11.1%,16.0%,9.29%,11.1%
2025-05-09 00:36:00,2.29%,8.75%,9.39%,10.8%,14.0%,9.21%,10.1%
2025-05-09 00:36:30,10.7%,7.36%,10.6%,8.29%,12.4%,7.61%,9%
2025-05-09 00:37:00,6.50%,7.25%,10.1%,7.64%,11.5%,6.82%,9.18%
2025-05-09 00:37:30,6%,8.39%,9.39%,8.21%,9.14%,7.25%,7.93%
2025-05-09 00:38:00,5.21%,10.3%,8.43%,6.61%,9.25%,7.11%,8.96%
2025-05-09 00:38:30,8.71%,9.93%,11.3%,6.79%,7.11%,5.82%,8.36%
2025-05-09 00:39:00,5.71%,10.5%,9.75%,6.71%,7.04%,5.29%,7.86%
2025-05-09 00:39:30,3.43%,10.6%,9.50%,6.14%,6.36%,5.04%,7.46%
2025-05-09 00:40:00,3.64%,12.6%,8.82%,6.32%,5.96%,5.50%,7.57%
2025-05-09 00:40:30,3.36%,12.9%,8.61%,5.82%,6.68%,6.18%,8.18%
2025-05-09 00:41:00,4.36%,10.6%,7.21%,5.57%,7.39%,8.04%,6.18%
2025-05-09 00:41:30,3.14%,9.04%,7.29%,6.29%,9.43%,11.3%,9.71%
2025-05-09 00:42:00,2.50%,7.86%,6.96%,5.93%,7.04%,10.8%,13.1%
2025-05-09 00:42:30,7.64%,8.64%,8.86%,5.29%,4.89%,8.21%,12.5%
2025-05-09 00:43:00,8%,8%,7.79%,4.18%,3.82%,6.89%,11.2%
2025-05-09 00:43:30,5.21%,7.79%,10.0%,4.46%,5.57%,5.93%,9.61%
2025-05-09 00:44:00,3.14%,7.54%,9.07%,3.86%,3.86%,5.18%,9%
2025-05-09 00:44:30,4.14%,8.04%,7.07%,3.79%,2.57%,5.07%,9.86%
2025-05-09 00:45:00,3.93%,8.46%,8.07%,4.14%,3.39%,4.25%,9.07%
2025-05-09 00:45:30,4.71%,10.0%,7.89%,5.54%,3.07%,4.46%,9.64%
2025-05-09 00:46:00,2.86%,10%,8.82%,4.43%,2.32%,4.14%,8.61%
2025-05-09 00:46:30,2.93%,8.32%,8.36%,4.46%,2.21%,4%,7.57%
2025-05-09 00:47:00,3.50%,9.32%,7.11%,4.79%,1.79%,4.11%,6.93%
2025-05-09 00:47:30,2.07%,11.8%,8.18%,4.25%,1.50%,3.82%,6.43%
2025-05-09 00:48:00,8.79%,10.1%,8.43%,4.14%,1.21%,4.04%,6.93%
2025-05-09 00:48:30,7.79%,12.2%,7.68%,4.18%,1.43%,4.29%,6.82%
2025-05-09 00:49:00,10.4%,12.3%,7.93%,3.86%,1.86%,4.32%,6.86%
2025-05-09 00:49:30,6.86%,9.82%,8.36%,4.21%,1.50%,3.96%,7.04%
2025-05-09 00:50:00,4.93%,8.64%,7.93%,4.43%,1.36%,3.82%,7.32%
2025-05-09 00:50:30,3.43%,8.96%,7.64%,4.07%,0.821%,4.25%,7.39%
2025-05-09 00:51:00,3.07%,7.43%,7.14%,4.39%,2%,4.32%,6.89%
2025-05-09 00:51:30,3.50%,7.54%,10.2%,4.36%,2.82%,5.14%,5.54%
2025-05-09 00:52:00,3%,9.11%,8.54%,4.68%,3.50%,7.64%,5.71%
2025-05-09 00:52:30,3.14%,8.68%,9.43%,4.50%,3.54%,7.93%,8.82%
2025-05-09 00:53:00,3.64%,7.54%,8.89%,4.46%,5.04%,7.89%,8.29%
2025-05-09 00:53:30,7.14%,7.61%,9.71%,5.39%,4.57%,8.21%,9.04%
2025-05-09 00:54:00,8.21%,7.07%,8.29%,5.14%,4.11%,7.36%,7.79%
2025-05-09 00:54:30,5.86%,8.21%,9.68%,5.04%,7.46%,7.07%,7.46%
2025-05-09 00:55:00,4.79%,9.32%,9.21%,5.82%,7.64%,7.71%,7.39%
2025-05-09 00:55:30,4.21%,10.4%,10.1%,6.89%,7.79%,8.25%,7.36%
2025-05-09 00:56:00,4.07%,11.2%,9.36%,6.04%,6.29%,9.93%,8.89%
2025-05-09 00:56:30,3.29%,9.32%,7.68%,5.29%,5.68%,9.93%,7.93%
2025-05-09 00:57:00,3.29%,10.2%,9.57%,5.04%,5.36%,10.3%,7.43%
2025-05-09 00:57:30,2.43%,8.79%,9.61%,4.18%,4.89%,10.7%,7.68%
2025-05-09 00:58:00,4.14%,8.18%,8.43%,4.14%,4.57%,10.3%,7.54%
2025-05-09 00:58:30,4.93%,7.61%,8.36%,3.89%,4.21%,8.89%,8.04%
2025-05-09 00:59:00,6.64%,8.39%,7.32%,3.68%,4.32%,9.43%,7.14%
2025-05-09 00:59:30,5.36%,7.75%,7.43%,3.86%,4.32%,8.25%,6.96%
2025-05-09 01:00:00,5.86%,7.64%,7.21%,4.68%,4.57%,7.75%,7.54%
2025-05-09 01:00:30,4.07%,7.93%,7.61%,5.14%,4.04%,8.57%,6.71%
2025-05-09 01:01:00,5.14%,8.32%,7.89%,4.61%,5.11%,8.29%,8.25%
2025-05-09 01:01:30,10.7%,8.04%,7.07%,6.46%,6.50%,8.39%,9.57%
2025-05-09 01:02:00,8.64%,12.9%,9.07%,7.82%,6.25%,8.68%,9.36%
2025-05-09 01:02:30,6.64%,10.6%,10.7%,8%,8.11%,10.5%,9.21%
2025-05-09 01:03:00,4.43%,8.07%,10.8%,6.57%,8.79%,11.1%,8.39%
2025-05-09 01:03:30,3.79%,8.79%,9.86%,8.25%,9.61%,13.0%,7.50%
2025-05-09 01:04:00,2.79%,8.68%,8.54%,11.0%,9.25%,19.3%,7.46%
2025-05-09 01:04:30,1.71%,9.93%,8.96%,11.3%,8.82%,19.3%,10.8%
2025-05-09 01:05:00,1%,7.86%,6.43%,10.9%,10.7%,17.1%,9.14%
2025-05-09 01:05:30,1%,4.75%,4.32%,11.6%,11.3%,17.6%,9.93%
2025-05-09 01:06:00,1%,3.32%,3%,9.39%,11.1%,19.1%,8.32%
2025-05-09 01:06:30,4.57%,2.54%,2.04%,8.46%,9.54%,17.1%,9.64%
2025-05-09 01:07:00,4.93%,1.75%,1.46%,8.39%,8.32%,17.6%,8.39%
2025-05-09 01:07:30,7.14%,1.07%,1.18%,7.96%,6.89%,19%,7.04%
2025-05-09 01:08:00,4.71%,1.04%,1.14%,7.46%,6.14%,16.1%,8.04%
2025-05-09 01:08:30,3.86%,0.857%,0.929%,6.61%,4.89%,12.8%,7.07%
2025-05-09 01:09:00,3.64%,0.500%,0.786%,6.82%,5.14%,10.5%,8.43%
2025-05-09 01:09:30,2.64%,0.536%,0.893%,5.82%,4.54%,9.79%,7.89%
2025-05-09 01:10:00,2.93%,1.14%,1.07%,5.86%,5.07%,8.89%,9.29%
2025-05-09 01:10:30,3%,0.679%,1.11%,7.29%,4.89%,9.25%,10.1%
2025-05-09 01:11:00,1.86%,0.643%,1.93%,7.79%,4.29%,9.54%,9.71%
2025-05-09 01:11:30,3.07%,0.393%,2.32%,7.00%,4.96%,10.5%,11.0%
2025-05-09 01:12:00,3.71%,0.857%,3.75%,6.61%,5.04%,7.43%,10.2%
2025-05-09 01:12:30,4.64%,1%,4.18%,5.61%,5.04%,6.36%,8.93%
2025-05-09 01:13:00,2.79%,1.07%,5.57%,6.46%,5.36%,5.04%,7.93%
2025-05-09 01:13:30,2.71%,0.857%,5.75%,6.14%,4.93%,6.64%,9.14%
2025-05-09 01:14:00,1.64%,0.500%,5.11%,6.96%,4.32%,5.46%,9.14%
2025-05-09 01:14:30,1.93%,0.536%,4.96%,5.36%,3.50%,5.14%,9.82%
2025-05-09 01:15:00,1.14%,0.964%,4.68%,4.82%,2.96%,4.54%,8.68%
2025-05-09 01:15:30,4.50%,0.821%,3.96%,4.79%,3.71%,4.43%,7.61%
2025-05-09 01:16:00,3.29%,0.679%,3.75%,4.86%,5.43%,3.71%,5.71%
2025-05-09 01:16:30,2.86%,0.429%,3.86%,4.57%,5.29%,3.43%,3.46%
2025-05-09 01:17:00,1.71%,0.250%,4.18%,3.50%,3.96%,3.04%,2.82%
2025-05-09 01:17:30,3.14%,0.143%,3.86%,2.82%,3.25%,3.36%,1.71%
2025-05-09 01:18:00,3.79%,0.0714%,3.50%,3.96%,2.43%,5.68%,1.04%
2025-05-09 01:18:30,6.71%,1.64%,3.68%,3.29%,1.71%,3.61%,0.821%
2025-05-09 01:19:00,4.50%,1.46%,3.61%,2.75%,2.29%,2.18%,0.500%
2025-05-09 01:19:30,3.21%,0.857%,3.54%,2.64%,2.14%,2%,0.786%
2025-05-09 01:20:00,1.93%,0.536%,3.68%,2.75%,2.43%,2.43%,0.464%
2025-05-09 01:20:30,2%,0.321%,3.68%,2.54%,1.93%,2.18%,0.714%
2025-05-09 01:21:00,1.93%,1.75%,3.43%,3.07%,3.61%,3.11%,1.14%
2025-05-09 01:21:30,3.14%,1.79%,2.89%,5.46%,3.39%,3%,1.36%
2025-05-09 01:22:00,1.86%,2.61%,3%,6.07%,4.11%,3.07%,1.32%
2025-05-09 01:22:30,3.93%,3.82%,2.11%,4.64%,4.96%,3.04%,1.25%
2025-05-09 01:23:00,2.86%,2.79%,1.46%,4.04%,4.46%,3.75%,0.929%
2025-05-09 01:23:30,2.07%,1.96%,2.68%,3.07%,4.39%,4.18%,0.786%
2025-05-09 01:24:00,5.29%,1.21%,1.89%,2.79%,3.57%,4.54%,0.714%
2025-05-09 01:24:30,3.71%,1.32%,2.29%,1.68%,3.61%,4.39%,1.50%
2025-05-09 01:25:00,3%,1.18%,2.29%,1.75%,4.18%,3.86%,1.46%
2025-05-09 01:25:30,5.86%,1%,2%,1.86%,4.54%,5.04%,1.43%
2025-05-09 01:26:00,4.64%,0.607%,1.71%,2.32%,3.71%,4.50%,1.29%
2025-05-09 01:26:30,4.36%,0.857%,1.75%,2.18%,3.46%,2.96%,0.750%
2025-05-09 01:27:00,2.64%,0.536%,1.04%,1.82%,2.82%,2.86%,1.21%
2025-05-09 01:27:30,2.50%,0.321%,0.643%,2.32%,1.93%,2.64%,0.714%
2025-05-09 01:28:00,2%,1.25%,0.393%,1.68%,1.61%,2.11%,1.21%
2025-05-09 01:28:30,1.79%,0.750%,0.714%,1.68%,1.18%,2%,0.964%
2025-05-09 01:29:00,1.07%,0.464%,1.71%,1.25%,1.36%,1.71%,0.571%
2025-05-09 01:29:30,1.71%,0.286%,1.25%,1.21%,1.54%,1.71%,0.643%
2025-05-09 01:30:00,1.43%,0.357%,1.25%,1.39%,2.36%,2.43%,0.393%
2025-05-09 01:30:30,1.36%,0.929%,1.04%,1.11%,2.57%,2.46%,0.500%
2025-05-09 01:31:00,1.21%,1.21%,1.64%,1.11%,2.75%,3.14%,0.750%
2025-05-09 01:31:30,2.21%,0.714%,2.50%,2.11%,2.93%,2.89%,0.893%
2025-05-09 01:32:00,2.50%,0.857%,2%,2.79%,3.11%,2.71%,1.21%
2025-05-09 01:32:30,6.43%,0.536%,3%,2.18%,4.68%,2.29%,0.750%
2025-05-09 01:33:00,4.79%,0.750%,2.86%,2.46%,4.50%,5.11%,0.643%
2025-05-09 01:33:30,2.93%,0.679%,3.50%,1.79%,4%,4.36%,0.607%
2025-05-09 01:34:00,1.71%,0.393%,2.64%,1.82%,3.04%,3.93%,0.571%
2025-05-09 01:34:30,1.07%,0.250%,2.93%,1.11%,3.50%,2.79%,0.321%
2025-05-09 01:35:00,1.14%,0.643%,3.25%,1.39%,4.18%,2.54%,0.214%
2025-05-09 01:35:30,1.43%,0.393%,2.21%,1.82%,3.25%,3.04%,0.929%
2025-05-09 01:36:00,1.21%,0.464%,1.61%,1.32%,2.82%,2.96%,0.536%
2025-05-09 01:36:30,1.93%,0.714%,1.46%,1.29%,2.43%,2.75%,0.321%
2025-05-09 01:37:00,3.64%,1.11%,1.11%,1.04%,2%,2.43%,0.643%
2025-05-09 01:37:30,6.71%,0.964%,1.29%,0.857%,2.07%,1.93%,0.393%
2025-05-09 01:38:00,5.07%,1.93%,0.786%,1.04%,1.93%,1.89%,0.214%
2025-05-09 01:38:30,4.57%,1.14%,0.714%,0.857%,1.36%,2.57%,0.893%
2025-05-09 01:39:00,3.29%,0.714%,0.857%,1%,1.54%,3.18%,0.536%
2025-05-09 01:39:30,4.79%,0.429%,0.786%,1.11%,1.71%,2.14%,0.571%
2025-05-09 01:40:00,2.86%,0.500%,0.464%,0.929%,1.04%,1.71%,0.786%
2025-05-09 01:40:30,1.71%,0.286%,1.29%,1.11%,1.71%,1.29%,0.464%
2025-05-09 01:41:00,2.93%,0.179%,1%,0.929%,1.46%,1.89%,0.286%
2025-05-09 01:41:30,4.50%,0.536%,1.36%,1.46%,2.07%,1.64%,0.179%
2025-05-09 01:42:00,5.07%,1.25%,1%,1.11%,1.79%,1.96%,0.571%
2025-05-09 01:42:30,3.86%,0.750%,0.786%,1.29%,2.07%,1.46%,0.714%
2025-05-09 01:43:00,2.79%,2.29%,1.25%,1.50%,1.25%,1.07%,0.429%
2025-05-09 01:43:30,1.64%,1.57%,0.964%,1.54%,1.18%,1.39%,0.643%
2025-05-09 01:44:00,1%,1.21%,0.857%,1.43%,1.21%,1.96%,0.393%
2025-05-09 01:44:30,1.64%,1.14%,1.14%,1.39%,1.46%,1.68%,0.250%
2025-05-09 01:45:00,1.50%,0.893%,1.43%,1.36%,1.14%,1.82%,0.143%
2025-05-09 01:45:30,0.857%,1%,2%,2.07%,1.43%,2.11%,0.750%
2025-05-09 01:46:00,2.50%,1.14%,1.43%,1.71%,1.07%,1.54%,1.18%
2025-05-09 01:46:30,2.07%,1.21%,1.14%,1.89%,1%,1.36%,0.714%
2025-05-09 01:47:00,1.79%,2.07%,1.14%,1.14%,0.857%,1.36%,0.643%
2025-05-09 01:47:30,1.57%,2.86%,0.679%,1.39%,0.500%,1.29%,0.393%
2025-05-09 01:48:00,1.36%,3.04%,0.607%,1.07%,0.321%,0.786%,0.536%
2025-05-09 01:48:30,0.857%,3.68%,0.357%,0.643%,0.179%,0.643%,0.321%
2025-05-09 01:49:00,0.857%,4.07%,0.500%,0.929%,0.607%,0.893%,0.179%
2025-05-09 01:49:30,1%,5.96%,0.286%,0.571%,0.357%,0.750%,0.107%
2025-05-09 01:50:00,1.14%,5.89%,0.821%,0.571%,0.679%,1.18%,0.0714%
2025-05-09 01:50:30,1.14%,5.29%,1%,0.571%,0.679%,1.39%,0.214%
2025-05-09 01:51:00,1.21%,6.11%,0.821%,0.786%,0.893%,1.11%,0.393%
2025-05-09 01:51:30,2%,3.96%,1.21%,1.43%,1.11%,0.929%,0.714%
2025-05-09 01:52:00,1.21%,3.54%,1%,1.64%,1.29%,0.821%,0.643%
2025-05-09 01:52:30,2%,3.71%,0.786%,1.75%,1.46%,2.11%,1.43%
2025-05-09 01:53:00,1.64%,3.32%,0.679%,2.04%,1.57%,1.93%,0.857%
2025-05-09 01:53:30,2.07%,2%,1.14%,2.04%,1.75%,1.86%,1.07%
2025-05-09 01:54:00,2.29%,1.21%,1.36%,2.11%,1.54%,2.04%,1.11%
2025-05-09 01:54:30,1.43%,0.929%,1.04%,1.96%,1.46%,2.39%,0.929%
2025-05-09 01:55:00,1.64%,0.571%,1.43%,1.64%,1.61%,2.57%,0.571%
2025-05-09 01:55:30,2.71%,2.57%,1.39%,2.25%,1.89%,2.79%,0.821%
2025-05-09 01:56:00,1.64%,3.18%,1.32%,1.93%,1.61%,2.14%,0.714%
2025-05-09 01:56:30,2.14%,1.93%,1.18%,1.39%,1.64%,2.18%,0.964%
2025-05-09 01:57:00,4.29%,1.39%,1.21%,1.54%,2.04%,2.29%,0.571%
2025-05-09 01:57:30,2.57%,0.857%,1%,1.14%,1.68%,2.07%,0.607%
2025-05-09 01:58:00,2%,0.750%,0.857%,1.96%,1.43%,1.71%,0.643%
2025-05-09 01:58:30,1.57%,0.714%,0.929%,2.46%,1.32%,1.25%,0.571%
2025-05-09 01:59:00,1%,0.429%,0.571%,3.79%,1.07%,1.71%,0.357%
2025-05-09 01:59:30,2.14%,0.250%,0.607%,3.61%,0.857%,1.54%,0.214%
2025-05-09 02:00:00,1.29%,0.357%,0.893%,2.43%,0.536%,1.14%,0.107%
2025-05-09 02:00:30,3.21%,0.821%,1.04%,1.64%,0.536%,1.43%,0.321%
